id,title,original_language,release_date,vote_average,vote_count,popularity,overview,genre_ids,adult,backdrop_path,poster_path
446574,Siberia,en,2020-07-02,5.0,68,6.79,"Clint is a dead man who lives alone in a frozen tundra. However, this isolation cannot bring either evasion or peace. One night, he begins a journey where he must confront his dreams, memories, and visions, crossing the darkness into the light.","18,14,27",False,/kK8ZsfmTfucRtCcEFeI2uhkXqMG.jpg,/vSCjeSAkdrAyi3XDIrNWpMsH5oP.jpg
653725,Crip Camp: A Disability Revolution,en,2020-03-25,7.181,144,6.784,"Down the road from Woodstock in the early 1970s, a revolution blossomed in a ramshackle summer camp for disabled teenagers, transforming their young lives and igniting a landmark movement.",99,False,/zqozj1iNBpmgR3GfL1omnptjO5A.jpg,/iALSypN3MhC6kBVwc9VpuJUlm1j.jpg
659983,Appearances,fr,2020-09-23,5.9,111,6.781,"Ève and Henri are among the happy few of the French community in Vienna. They are “la crème de la crème”. The perfect picture crumbles when Ève discovers that Henri is cheating on her. On an impulse, she finds revenge with Jonas, a perfect young Austrian guy. But he’s not who she thought he was. This will lead them to an irreversible spiral.","53,18,80",False,/wqArxLbBk8zPYKOFLtlkLb4H0Yo.jpg,/xSQsnClNj1HXGYySzdQMQ2F0vEi.jpg
731809,Tasty Aunt,ko,2020-08-10,10.0,1,6.773,"Ga-yeon comes to Min-jae's house where he lives alone, and decides to live there. Min-jae is curious about Ga-yeon who he haven't seen in a long time. One day, Geon-soo goes to Min-jae's house to pick up some stuff and meets Ga-yeon. Ga-yeon seduces him. Min-jae finds out about it when he phoned Geon-soo. Da-hae meets Min-jae to become sex partners and frequently contacts each other.  Min-jae gets angry at the sight of Geon-soo wearing only underwear at his house. Gayeon comes out to meet her friend Da-hae after a long time. Ga-yeon and Da-hae who were drinking, join after seeing Min-jae and Geon-soo. That night, Min-jae gets drunk and had sex with Ga-yeon and finds out that Da-hae is not in a relationship with Min-jae. The next day, Ga-yeon knows the relationship between Da-hae and Gun-soo, and she brings the four people together...","18,10749",False,/df6yhpSX2G9zFzQWfU1TXnHnxzC.jpg,/aRErlPlxpsfeAcwHhW9SYG9bKYd.jpg
741345,Obsession: Escaping My Ex,en,2020-07-11,5.6,5,6.769,"After testifying against him for murder, 22 y/o Madison discovers her obsessive ex-boyfriend Blake has escaped from prison and is coming after her.","53,10770",False,/9R3hlnyiyBGZbVs6VFGZWNZ6XF4.jpg,/jiTJNNqIu7iyh2DGhvtrI5OAYMG.jpg
784935,Invitation Girl 3,ko,2020-11-24,2.2,2,6.768,"Jun-yeong and Sook-hyang, who have been married for 5 years, are a couple who seem to be unhappy. Because of Sook-hyang's insensitivity, their marriage weakens. One day, Sook-hyang met her first love, Yeong-min and his wife, Mi-seon. Sook-hyang receives a shocking invitation to have sex together...","18,10749",False,/bOvMvxuTXUdEXWAr47hbDxF4Bjx.jpg,/ot8JvQmLNWccYZeGOvK5yigh21w.jpg
756278,Haunting of the Mary Celeste,en,2020-10-23,5.3,40,6.765,"Rachel, a concerned researcher, and her team have set out to sea to prove that the disappearance of a family and crew from a merchant ship was for reasons having to do with the supernatural. Her theory that those on the Mary Celeste vanished into a ""rift"" between dimensions proves true as the boat breaks down and her crew begins to vanish one by one.",27,False,/qtq1mai9POAX2IRGcxhVpf8f6Aj.jpg,/67ITWm7Me4ThtT7v3W9BYCcP2m.jpg
768509,Captain Underpants: Mega Blissmas,en,2020-12-04,6.231,13,6.756,Christmas gets weird - really weird - after George and Harold go back in time to change up a few of their beloved holiday's traditions.,"16,10751,35",False,/650xHCrA3hlEXggrfPiVKhkAqmb.jpg,/uiiM9DiRWLyXJfGCQe03CseURFo.jpg
718831,Jim Jefferies: Intolerant,en,2020-07-07,7.1,66,6.756,"Between scenes from an excruciating date, Jim Jefferies digs into generational differences, his own bad habits and the shifting boundaries in comedy.",35,False,/wEiQuY5L1Mr1ac3EWtZ1O7hZa6f.jpg,/h4lRLoaeISvLncMVwGt8BcecGIM.jpg
664423,The Windermere Children,en,2020-01-27,7.5,107,6.746,The story of the pioneering project to rehabilitate child survivors of the Holocaust on the shores of Lake Windermere.,"18,10752,36",False,/xP8LFoQamEa3IiEFPN9bKNCZFJq.jpg,/okccWF2PgHA8SMB4gJrvTUxTKP9.jpg
